,entry_date,exit_date,entry_price,exit_price,direction,pnl_gross,pnl_after_tax,return_pct,hold_days
65,2025-07-01,2025-07-02,57459.44921875,56999.19921875,LONG,-718.2003520492306,-771.9981532322324,-0.8009996723912449,1
66,2025-08-26,2025-08-29,54450.44921875,53655.6484375,SHORT,1317.3136580408377,884.7691270636248,1.4812993680913378,3
67,2025-09-17,2025-09-18,55493.30078125,55727.44921875,LONG,378.77611184160025,227.4398218424601,0.42194000753892347,1
68,2025-09-19,2025-09-22,55458.8515625,55284.75,SHORT,283.3826400817367,160.57364312164052,0.3149178797046126,3
69,2025-09-29,2025-09-30,54461.0,54635.8515625,LONG,289.39793223970594,164.72027874861345,0.3210583031894476,1
70,2025-10-20,2025-10-21,58033.19921875,58007.19921875,LONG,-40.454016828154884,-94.63115570015691,-0.04480194156106787,1
71,2025-10-23,2025-10-24,58078.05078125,57699.6015625,LONG,-587.7975742737923,-641.9207733870452,-0.6516217635736843,1
72,2025-10-28,2025-10-29,58214.1015625,58385.25,LONG,263.4092194013492,146.7563405902488,0.2939982459683854,1
73,2024-03-01,2024-03-11,47286.8984375,47327.8515625,SHORT,-82.20417252327917,-139.20417252327917,-0.08653070791924122,10
74,2024-04-04,2024-04-15,48060.80078125,47773.25,SHORT,571.0161515830603,359.866848572979,0.6019075136190155,11
75,2024-04-29,2024-05-03,49424.05078125,48923.55078125,SHORT,974.0180102413575,641.8245627612064,1.0230246824026956,4
76,2024-05-27,2024-05-28,49281.80078125,49142.1484375,SHORT,272.2998287184245,150.36574769461163,0.28418037914563765,1
77,2024-06-03,2024-06-04,50979.94921875,46928.6015625,SHORT,8284.420651664392,5758.790327823458,8.633003160885533,1
78,2024-06-07,2024-06-10,49803.19921875,49780.8984375,SHORT,45.43984900219035,-15.419987686977151,0.04479786815820841,3
79,2024-06-18,2024-06-28,50440.8984375,52342.25,SHORT,-3684.0612779785743,-3744.91232527476,-3.632536932401642,10
80,2024-07-03,2024-07-05,53089.25,52660.3515625,SHORT,797.0383708288101,516.8253464906215,0.8144617815377897,2
81,2024-07-23,2024-07-30,51778.30078125,51499.30078125,LONG,-529.9542882824071,-588.9653260006861,-0.5388357589769188,7
82,2024-08-05,2024-08-09,50092.1015625,50484.5,LONG,766.0591226206963,495.16865659676637,0.7833539126131495,4
83,2024-08-13,2024-08-16,49831.8515625,50516.8984375,LONG,1350.8328608212662,904.3127010431832,1.374716879907223,3
84,2024-08-30,2024-09-04,51351.0,51400.25,SHORT,-94.97511584487708,-154.4481477011904,-0.09581665458825439,5
85,2024-09-12,2024-09-27,51772.3984375,53834.30078125,SHORT,-3790.831666452757,-3850.2166628648806,-3.8300903212773574,15
86,2024-10-07,2024-10-10,50478.8984375,51530.8984375,LONG,1986.449591417738,1350.481452952413,2.0840391382599632,3
87,2024-10-29,2024-10-30,52320.69921875,51807.5,SHORT,956.9110757706331,629.2656498997117,0.990588657530278,1
88,2024-11-05,2024-11-07,52207.25,51916.5,SHORT,544.3420191659577,340.2162332821289,0.5600339005903621,2
89,2024-11-13,2024-11-19,50088.3515625,50626.5,LONG,1047.7667657546788,692.4778096171541,1.0743983794884837,6
90,2024-11-21,2024-11-22,50372.8984375,51135.3984375,LONG,1486.147742581898,999.0681947501703,1.5137107922151172,1
91,2024-12-03,2024-12-11,52695.75,53391.3515625,SHORT,-1291.4778168674109,-1350.9547501057875,-1.3028356506122996,8
92,2024-12-19,2024-12-27,51575.69921875,51311.30078125,LONG,-501.5931263933546,-560.3000154241709,-0.5126414988163241,8
93,2024-12-30,2025-01-02,50952.75,51605.55078125,LONG,1246.7569588172826,831.8586085566806,1.2811885153402036,3
94,2025-01-06,2025-01-16,49922.0,49278.69921875,LONG,-1264.1641986732006,-1323.0258761021025,-1.2886117969031718,10
95,2025-01-17,2025-01-20,48540.6015625,49350.80078125,LONG,1616.471306802359,1090.8546278859847,1.6691165594781454,3
96,2025-02-04,2025-02-10,50157.94921875,49981.0,SHORT,346.53537672299973,201.46422583390677,0.354032970028606,6
97,2025-02-24,2025-03-05,48651.94921875,48489.94921875,LONG,-326.56301238051117,-385.4071868066551,-0.3329774091303306,9
98,2025-03-10,2025-03-13,48216.80078125,48060.3984375,LONG,-316.93683021095336,-375.56132254061754,-0.32437312558244447,3
99,2025-03-18,2025-04-01,49314.5,50827.5,SHORT,-2897.8725117508397,-2956.2829341266556,-2.9767350351679656,14
100,2025-04-15,2025-04-25,52379.5,54664.05078125,SHORT,-3951.1623111915733,-4007.887652294937,-4.1792562911082465,10
101,2025-04-28,2025-04-29,55432.80078125,55391.25,SHORT,68.06308600311438,9.53556860309108,0.07501325796042124,1
102,2025-05-30,2025-06-03,55749.69921875,55599.94921875,SHORT,244.4046144768597,132.97083384284016,0.26933477836612596,4
103,2025-06-06,2025-06-12,56578.3984375,56082.55078125,SHORT,803.4181198527738,524.2272322432767,0.8841389154784496,6
104,2025-06-25,2025-07-02,56621.1484375,56999.19921875,SHORT,-606.0049395279127,-660.8258228412412,-0.6632563026001903,7
105,2025-07-18,2025-07-21,56283.0,56952.75,LONG,1079.7816802302157,717.7362273451347,1.1899685517829495,3
106,2025-07-25,2025-08-11,56528.8984375,55510.75,LONG,-1646.615739265188,-1701.4690615090838,-1.8011114060991207,17
107,2025-08-12,2025-08-13,55043.69921875,55181.44921875,LONG,224.74416228706974,119.6024741857639,0.2502557094728797,1
108,2025-08-26,2025-09-03,54450.44921875,54067.55078125,LONG,-632.3181888560354,-686.2698471451569,-0.7032052866299376,8
109,2025-09-17,2025-09-22,55493.30078125,55284.75,SHORT,336.7438845145809,198.2283800268325,0.37723021493270004,5
110,2025-09-23,2025-09-24,55509.75,55121.5,SHORT,630.0846473691233,403.4878209013815,0.7043531108551049,1
111,2025-10-03,2025-10-24,55589.25,57699.6015625,SHORT,-3285.8475528244107,-3339.7510155351883,-3.6574803037661807,21
112,2025-10-27,2025-10-30,58114.25,58031.1015625,SHORT,124.17773656518335,50.52455235328242,0.14328254205280277,3
